"","기업명","본사주소","직원수","2020년매출액(천원)","입사율(연간 입사자)","퇴사율(연간 퇴사자"
"214","보성과학","서울 구로구 디지털로32길 30, 408호","70명 이상 ~ 100명 미만","51,541,105","15.56 % (14 명)","13.33 % (12 명)"
"215","삼성전자","경기 수원시 영통구 삼성로 129","1,000명 이상","166,311,191,000","9.70 % (10449 명)","5.57 % (5993 명)"
"216","SK이엔에스",NA,NA,NA,NA,NA
"217","유디피","서울 강서구 마곡중앙1로 10, 717호","20명 이상 ~ 40명 미만","10,815,487","10.00 % (3 명)","6.67 % (2 명)"
"218","우리요","전북 전주시 완산구 홍산남로 75, 601호, 602호","1명 이상 ~ 20명 미만","~ 5억원 이하","90.00 % (9 명)","120.00 % (12 명)"
"219","네오플","제주 제주시 1100로 3198-13","1,000명 이상","891,048,590","16.46 % (159 명)","9.52 % (92 명)"
"220","삼성바이오로직스","인천 연수구 송도바이오대로 300","1,000명 이상","1,164,776,874","34.83 % (1130 명)","9.93 % (322 명)"
"221","서울시교육청","서울 종로구 송월길 48","20명 이상 ~ 40명 미만",NA,"75.76 % (25 명)","60.61 % (20 명)"
"222","퍼블리시","서울 영등포구 선유로49길 17, 5층","40명 이상 ~ 70명 미만",NA,"287.50 % (69 명)","116.67 % (28 명)"
"223","한국기업평가","서울 영등포구 의사당대로 97","100명 이상 ~ 200명 미만","53,025,445","13.11 % (24 명)","12.02 % (22 명)"
"224","한국소비자원","충북 음성군 맹동면 용두로 54","400명 이상 ~ 700명 미만","100억원 ~ 500억원","21.22 % (108 명)","17.88 % (91 명)"
"225","한국토지주택공사","경남 진주시 충의로 19","1,000명 이상","5000억 이상 ~","8.92 % (851 명)","14.16 % (1351 명)"
"226","한화토탈",NA,NA,NA,NA,NA
"227","(사)제천국제음악영화제","충북 제천시 내토로 295","1명 이상 ~ 20명 미만","~ 5억원 이하","400.00 % (40 명)","380.00 % (38 명)"
"228","사노피아벤티스코리아",NA,NA,NA,NA,NA
"229","에어비앤비코리아","서울 중구 삼일대로 343","40명 이상 ~ 70명 미만",NA,"66.67 % (22 명)","15.15 % (5 명)"
"230","티비더블유에이코리아","서울 강남구 도산대로 139","200명 이상 ~ 400명 미만","57,445,475","46.08 % (94 명)","32.84 % (67 명)"
"231","플루오린코리아","울산 울주군 온산읍 이진로 100","100명 이상 ~ 200명 미만","77,402,369","41.05 % (39 명)","9.47 % (9 명)"
"232","한국릴리","서울 중구 후암로 98","200명 이상 ~ 400명 미만","162,758,984","15.94 % (33 명)","15.94 % (33 명)"
"233","한국쓰리엠","서울 영등포구 의사당대로 82","1,000명 이상","1,588,091,006","8.79 % (105 명)","8.12 % (97 명)"
"234","(사)한국산지환경연구회","경기 남양주시 순화궁로 272, 715호","1명 이상 ~ 20명 미만","10억원 ~ 50억원","46.67 % (7 명)","46.67 % (7 명)"
"235","()네이버커넥트","경기 성남시 분당구 불정로 6","20명 이상 ~ 40명 미만",NA,"0.00 % (0 명)","0.00 % (0 명)"
"236","삼성에버랜드","서울 중구 세종대로 67",NA,NA,NA,NA
"237","정보통신산업진흥원","충북 진천군 덕산읍 정통로 10","400명 이상 ~ 700명 미만","5000억 이상 ~","27.25 % (118 명)","15.24 % (66 명)"
"238","패스트파이브","서울 서초구 남부순환로333길 10, 2층,3층","100명 이상 ~ 200명 미만","60,740,624","1750.00 % (280 명)","162.50 % (26 명)"
"239","글락소스미스클라인","서울 용산구 한강대로 92","400명 이상 ~ 700명 미만","333,431,119","12.77 % (54 명)","12.53 % (53 명)"
"240","더퍼스트인베스트먼트","서울 금천구 가산디지털1로 168, B동 12층 1211호 1212호","20명 이상 ~ 40명 미만","100억원 ~ 500억원","44.44 % (28 명)","85.71 % (54 명)"
"241","부스트랩","서울 강남구 논현로102길 29-3",NA,NA,NA,NA
"242","새움소프트","경기 안양시 만안구 안양천서로 93, 2층","1명 이상 ~ 20명 미만","5억원 ~ 10억원","73.33 % (11 명)","60.00 % (9 명)"
"243","오케이몰","서울 중구 퇴계로 307, 15층","200명 이상 ~ 400명 미만","226,816,291","19.48 % (45 명)","25.54 % (59 명)"
"244","광주광역시도시철도공사","광주 서구 상무대로 760","700명 이상 ~ 1000명 미만",NA,"18.39 % (158 명)","16.76 % (144 명)"
"245","나이스정보통신","서울 영등포구 은행로 17","200명 이상 ~ 400명 미만","208,781,230","19.19 % (38 명)","11.11 % (22 명)"
"246","대전도시공사","대전 중구 중앙로 118","400명 이상 ~ 700명 미만","1000억원 ~ 5000억원","29.69 % (274 명)","74.11 % (684 명)"
"247","인텔코리아","서울 영등포구 의사당대로 82","200명 이상 ~ 400명 미만","69,983,515","25.65 % (49 명)","17.28 % (33 명)"
"248","제너시스템즈","서울 강남구 강남대로84길 33, 1034호",NA,NA,NA,NA
"249","한국자산관리공사","부산 남구 문현금융로 40","1,000명 이상",NA,"18.84 % (328 명)","15.91 % (277 명)"
"250","(사)손해보험협회","서울 종로구 종로5길 68","100명 이상 ~ 200명 미만",NA,"4.90 % (7 명)","7.69 % (11 명)"
"251","넥슨코리아","경기 성남시 분당구 판교로256번길 7","1,000명 이상","2,155,482,160","29.48 % (789 명)","14.35 % (384 명)"
"252","버킷플레이스","서울 서초구 서초대로74길 4, 25층, 27층","200명 이상 ~ 400명 미만","75,923,170","135.96 % (310 명)","50.88 % (116 명)"
"253","라인플러스","경기 성남시 분당구 황새울로360번길 42","1,000명 이상","507,231,143","44.72 % (534 명)","25.96 % (310 명)"
"254","메리케이코리아","충남 천안시 동남구 신부4길 6, 231동 105호 (,주공2단지아파트)",NA,NA,NA,NA
"255","백광산업","전북 군산시 임해로 494-16","100명 이상 ~ 200명 미만","171,019,196","21.08 % (35 명)","7.23 % (12 명)"
"256","보쉬렉스로스코리아","부산 강서구 미음산단1로 29","100명 이상 ~ 200명 미만","105,256,580","6.83 % (11 명)","6.83 % (11 명)"
"257","왓챠","서울 서초구 강남대로 343, 3층","100명 이상 ~ 200명 미만","37,722,072","90.63 % (145 명)","48.75 % (78 명)"
"258","한국산업기술시험원","경남 진주시 충의로 10","1,000명 이상","1000억원 ~ 5000억원","19.46 % (194 명)","18.46 % (184 명)"
"259","()포항산업과학연구원","경북 포항시 남구 청암로 67","400명 이상 ~ 700명 미만",NA,"22.28 % (86 명)","11.66 % (45 명)"
"260","도서출판길벗","서울 마포구 월드컵로10길 56","70명 이상 ~ 100명 미만","26,818,041","14.15 % (15 명)","20.75 % (22 명)"
"261","드라마앤컴퍼니","서울 강남구 테헤란로79길 6, 6층","100명 이상 ~ 200명 미만",NA,"69.32 % (61 명)","54.55 % (48 명)"
"262","터크코리아","경기 광명시 하안로 60, B동 509호","20명 이상 ~ 40명 미만","100억원 ~ 500억원","34.62 % (9 명)","26.92 % (7 명)"
"263","농협유통","서울 서초구 청계산로 10","1,000명 이상","1,237,573,332","69.77 % (1110 명)","31.11 % (495 명)"
"264","듀폰코리아","서울 강남구 논현로 430","100명 이상 ~ 200명 미만","251,539,902","4.15 % (10 명)","28.63 % (69 명)"
"265","린데코리아","서울 강남구 테헤란로98길 8, 5층","400명 이상 ~ 700명 미만","614,437,230","11.81 % (47 명)","8.04 % (32 명)"
"266","부경대학교","부산 남구 용소로 45","400명 이상 ~ 700명 미만",NA,"36.94 % (157 명)","32.24 % (137 명)"
"267","아데카코리아","전북 완주군 봉동읍 완주산단2로 70","200명 이상 ~ 400명 미만","245,907,315","17.24 % (35 명)","9.85 % (20 명)"
"268","정보통신정책연구원","충북 진천군 덕산읍 정통로 18","100명 이상 ~ 200명 미만",NA,"26.14 % (46 명)","29.55 % (52 명)"
"269","케이비국민카드","서울 종로구 새문안로3길 30","1,000명 이상",NA,"4.78 % (73 명)","7.07 % (108 명)"
"270","콘티넨탈오토모티브코리아","경기 성남시 분당구 판교역로 220, 7층","100명 이상 ~ 200명 미만","30,691,050","16.51 % (54 명)","24.46 % (80 명)"
"271","한국고용정보원","충북 음성군 맹동면 태정로 6","400명 이상 ~ 700명 미만","1000억원 ~ 5000억원","26.58 % (126 명)","24.05 % (114 명)"
"272","한국과학기술연구원","서울 성북구 화랑로14길 5","1,000명 이상","1000억원 ~ 5000억원","40.89 % (933 명)","31.64 % (722 명)"
"273","한국교육과정평가원","충북 진천군 덕산읍 교학로 8","200명 이상 ~ 400명 미만","1000억원 ~ 5000억원","29.17 % (112 명)","26.04 % (100 명)"
"274","한국도로공사","경북 김천시 혁신8로 77","1,000명 이상","5000억 이상 ~","15.72 % (1471 명)","15.94 % (1491 명)"
"275","모코엠시스","서울 마포구 상암산로 76, 14층","100명 이상 ~ 200명 미만","28,263,756","7.94 % (10 명)","8.73 % (11 명)"
"276","농협손해보험","서울 서대문구 충정로 60","700명 이상 ~ 1000명 미만",NA,"15.42 % (113 명)","12.14 % (89 명)"
"277","대외경제정책연구원","세종 시청대로 370","200명 이상 ~ 400명 미만",NA,"35.10 % (73 명)","35.10 % (73 명)"
"278","대한토지신탁","서울 강남구 영동대로 517, 26층, 33층","100명 이상 ~ 200명 미만",NA,"6.54 % (10 명)","7.84 % (12 명)"
"279","씨게이트코리아","경기 용인시 수지구 포은대로59번길 18","-",NA,"0.00 % (0 명)","0.00 % (0 명)"
"280","씨유 (매장)",NA,NA,NA,NA,NA
"281","크몽","서울 서초구 사임당로 157, 3층","70명 이상 ~ 100명 미만","11,434,066","72.22 % (52 명)","40.28 % (29 명)"
"282","탠저블플러스",NA,NA,NA,NA,NA
"283","한국투자공사","서울 중구 퇴계로 100, 17층, 18층, 19층","200명 이상 ~ 400명 미만",NA,"16.42 % (45 명)","14.96 % (41 명)"
"284","한국화학연구원","대전 유성구 가정로 141","1,000명 이상","1000억원 ~ 5000억원","42.72 % (490 명)","42.98 % (493 명)"
"285","태성에스엔이","서울 성동구 성수이로7길 27, 10층","100명 이상 ~ 200명 미만","55,257,996","16.55 % (23 명)","9.35 % (13 명)"
"286","국민은행","서울 영등포구 국제금융로8길 26","1,000명 이상",NA,"18.51 % (3155 명)","17.12 % (2918 명)"
"287","성화산업","경남 진주시 이반성면 진마대로2498번길 34-2","100명 이상 ~ 200명 미만","80,452,253","12.11 % (23 명)","23.16 % (44 명)"
"288","스미스앤드네퓨","서울 강남구 영동대로 517, 13층","70명 이상 ~ 100명 미만","52,878,739","15.79 % (12 명)","13.16 % (10 명)"
"289","씨제이","충남 보령시 큰오랏4길 19, 2층","1명 이상 ~ 20명 미만",NA,"0.00 % (1 명)","0.00 % (0 명)"
"290","지마켓글로벌","서울 강남구 테헤란로 152, 19층, 34층 내지 37층","-","5000억 이상 ~","20.11 % (176 명)","16.46 % (144 명)"
"291","한국생산기술연구원","충남 천안시 서북구 입장면 양대기로길 89","1,000명 이상","1000억원 ~ 5000억원","43.04 % (829 명)","40.08 % (772 명)"
"292","한국항공우주산업","경남 사천시 사남면 공단1로 78","1,000명 이상","2,811,967,926","5.37 % (263 명)","6.93 % (339 명)"
"293","카카오뱅크","경기 성남시 분당구 판교역로 231, S동 5층","1,000명 이상",NA,"35.33 % (324 명)","20.50 % (188 명)"
"294","한국로슈","서울 서초구 서초대로 411, 17층","200명 이상 ~ 400명 미만","443,855,282","12.93 % (38 명)","32.31 % (95 명)"
"295","한국개발연구원","세종 남세종로 263","400명 이상 ~ 700명 미만",NA,"17.51 % (87 명)","20.52 % (102 명)"
"296","한국교직원공제회","서울 영등포구 여의나루로 50","400명 이상 ~ 700명 미만","5000억 이상 ~","9.68 % (52 명)","9.50 % (51 명)"
"297","한국환경공단",NA,NA,NA,NA,NA
"298","에이치알맨파워그룹","서울 강남구 테헤란로 322, 서관 18층","1명 이상 ~ 20명 미만","50억원 ~ 100억원","14.29 % (1 명)","14.29 % (1 명)"
"299","유니코써치","서울 강남구 테헤란로87길 36, 1705호","70명 이상 ~ 100명 미만",NA,"32.50 % (26 명)","21.25 % (17 명)"
"300","농협은행","서울 중구 통일로 120","1,000명 이상",NA,"14.57 % (2422 명)","15.75 % (2618 명)"
"301","대구은행","대구 수성구 달구벌대로 2310","1,000명 이상",NA,"5.99 % (193 명)","8.51 % (274 명)"
"302","메디스캔의원","서울 서초구 강남대로 369, 20층",NA,NA,NA,NA
"303","얀센백신","인천 연수구 하모니로303번길 23","200명 이상 ~ 400명 미만","5,054,735","54.86 % (96 명)","28.57 % (50 명)"
"304","제일기획","서울 용산구 이태원로 222","1,000명 이상","870,684,464","16.03 % (215 명)","18.20 % (244 명)"
"305","중소벤처기업진흥공단","경남 진주시 동진로 430","1,000명 이상","5000억 이상 ~","19.19 % (247 명)","17.17 % (221 명)"
"306","투와이드컴퍼니","서울 강남구 남부순환로351길 19, 4층, 6층","40명 이상 ~ 70명 미만","50억원 ~ 100억원","28.26 % (26 명)","38.04 % (35 명)"
"307","한국로버트보쉬","대전 대덕구 신일서로 5",NA,NA,NA,NA
"308","한국청소년정책연구원","세종 시청대로 370","100명 이상 ~ 200명 미만","100억원 ~ 500억원","26.96 % (31 명)","26.96 % (31 명)"
"309","머스트잇","서울 강남구 압구정로 148","40명 이상 ~ 70명 미만","12,273,021","103.23 % (64 명)","41.94 % (26 명)"
"310","백패커","서울 마포구 동교로19길 12","100명 이상 ~ 200명 미만","41,605,955","74.07 % (120 명)","36.42 % (59 명)"
"311","트릿지","서울 서초구 방배로 226, 4층, 5층, 6층","100명 이상 ~ 200명 미만",NA,"288.89 % (182 명)","104.76 % (66 명)"
"312","대한유화","서울 종로구 자하문로 77","700명 이상 ~ 1000명 미만","1,866,482,314","17.49 % (142 명)","8.50 % (69 명)"
"313","삼진정공","경기 부천시 고강로 7","200명 이상 ~ 400명 미만","119,964,706","12.03 % (29 명)","10.37 % (25 명)"
"314","SK인천석유화학",NA,NA,NA,NA,NA
"315","여천엔씨씨","서울 종로구 우정국로 26, 제6층 제비-6호","1,000명 이상","3,944,535,522","9.72 % (99 명)","7.76 % (79 명)"
"316","이녹스","충남 아산시 둔포면 아산밸리로 171","1명 이상 ~ 20명 미만","8,695,684","61.54 % (8 명)","23.08 % (3 명)"
"317","한국기계연구원","대전 유성구 가정북로 156","400명 이상 ~ 700명 미만","1000억원 ~ 5000억원","18.46 % (120 명)","21.38 % (139 명)"
"318","한국마이크로소프트","서울 종로구 종로1길 50, A동 12층","400명 이상 ~ 700명 미만","1,155,749,785","20.14 % (86 명)","11.24 % (48 명)"
"319","라이트브레인","서울 강남구 도산대로 301, 5층","70명 이상 ~ 100명 미만","50억원 ~ 100억원","35.21 % (25 명)","25.35 % (18 명)"
"320","삼성여행사","대구 중구 국채보상로 515, 2층","1명 이상 ~ 20명 미만",NA,"0.00 % (0 명)","16.67 % (1 명)"
"321","우아한형제들","서울 송파구 위례성대로 2","1,000명 이상","1,095,160,044","49.58 % (597 명)","21.10 % (254 명)"
"322","이수시스템","서울 서초구 사평대로 84","100명 이상 ~ 200명 미만","23,279,634","26.26 % (26 명)","18.18 % (18 명)"
"323","나이키스포츠","서울 강남구 압구정로 165, 4층 나이키",NA,NA,NA,NA
"324","농협생명보험","서울 서대문구 통일로 87, 동관","1,000명 이상",NA,"10.47 % (108 명)","12.11 % (125 명)"
"325","다음커뮤니케이션",NA,NA,NA,NA,NA
"326","볼보그룹코리아 건설기계부문",NA,NA,NA,NA,NA
"327","삼성자산운용","서울 서초구 서초대로74길 11","200명 이상 ~ 400명 미만",NA,"26.40 % (94 명)","17.13 % (61 명)"
"328","한국공정거래조정원","서울 중구 세종대로 39, 9층","70명 이상 ~ 100명 미만",NA,"34.78 % (32 명)","27.17 % (25 명)"
"329","한국닛산","서울 강남구 테헤란로 134, 17층","40명 이상 ~ 70명 미만","128,675,079","0.00 % (0 명)","0.00 % (0 명)"
"330","동양저축은행","광주 동구 중앙로 198","20명 이상 ~ 40명 미만",NA,"36.36 % (12 명)","24.24 % (8 명)"
"331","슈퍼브에이아이","서울 강남구 테헤란로4길 14, 13층","40명 이상 ~ 70명 미만",NA,"159.26 % (43 명)","48.15 % (13 명)"
"332","이스터씨앤아이",NA,NA,NA,NA,NA
"333","한성아이티엘","서울 영등포구 국회대로70길 22, 9층","40명 이상 ~ 70명 미만","100억원 ~ 500억원","23.21 % (13 명)","23.21 % (13 명)"
"334","건강보험심사평가원","강원 원주시 혁신로 60","1,000명 이상",NA,"27.85 % (1043 명)","26.33 % (986 명)"
"335","보쉬전장","세종 부강면 금호선말길 115","400명 이상 ~ 700명 미만","252,751,666","1.88 % (9 명)","5.42 % (26 명)"
"336","스터디코드네트웍스",NA,NA,NA,NA,NA
"337","SK증권","서울 영등포구 국제금융로8길 31","700명 이상 ~ 1000명 미만",NA,"28.55 % (241 명)","20.02 % (169 명)"
"338","한국방송광고진흥공사","서울 중구 세종대로 124","200명 이상 ~ 400명 미만","1000억원 ~ 5000억원","9.40 % (28 명)","8.39 % (25 명)"
"339","에이모","서울특별시 동작구 등용로 37, 106동 304호 (상도동,상도래미안1차아파트)",NA,NA,NA,NA
"340","하나자산신탁","서울 강남구 테헤란로 127, 15층","100명 이상 ~ 200명 미만",NA,"15.59 % (29 명)","11.83 % (22 명)"
