"","기업명","산업군","평점","모집내용","직군","지원자격","근무조건.근무지역","마감일.등록일","본사주소","직원수","X2020년매출액.천원.","입사율.연간.입사자.","퇴사율.연간.퇴사자"
"1134","링네트","IT/웹/통신",3.2,"네트워크 엔지니어 신입/경력 채용","기술지원데이터엔지니어유지보수정보보안SE(시스템엔지니어) 외","신입 · 경력
학력무관","정규직 · 계약직
서울 구로구","입사지원
~ 04/29
","서울 구로구 디지털로33길 28, 1001호","200명 이상 ~ 400명 미만","146,692,148","33.19 % (77 명)","25.00 % (58 명)"
"1135","미리디","IT/웹/통신",3.2,"[미리캔버스] 백엔드 개발자","백엔드/서버개발웹개발프론트엔드DBASE(시스템엔지니어) 외","3 ~ 15년
대학교(4년)↑","정규직
서울전체","입사지원
~ 04/30
","서울 구로구 디지털로31길 12, 8층","100명 이상 ~ 200명 미만","14,670,162","65.89 % (85 명)","48.84 % (63 명)"
"1136","엘엑스하우시스","제조/화학",3.2,NA,NA,NA,NA,NA,"서울 중구 후암로 98","1,000명 이상","2,596,510,000","83.41 % (3153 명)","29.79 % (1126 명)"
"1137","장민이엔씨","건설업",3.2,NA,NA,NA,NA,NA,"서울 송파구 충민로 52, S동 802호","100명 이상 ~ 200명 미만","18,852,812","38.40 % (48 명)","83.20 % (104 명)"
"1138","컴트리","제조/화학",3.2,NA,NA,NA,NA,NA,"서울 금천구 가산디지털1로 30, 1712호","20명 이상 ~ 40명 미만","100억원 ~ 500억원","116.67 % (28 명)","108.33 % (26 명)"
"1139","SK네트웍스","유통/무역/운송",3.2,NA,NA,NA,NA,NA,"경기 수원시 팔달구 매산로52번길 4","1,000명 이상","8,062,953,000","6.44 % (36 명)","17.35 % (97 명)"
"1140","국립생태원","기관/협회",3.2,NA,NA,NA,NA,NA,"충남 서천군 마서면 금강로 1210","400명 이상 ~ 700명 미만","500억원 ~ 1000억원","33.16 % (187 명)","26.77 % (151 명)"
"1141","국립수산과학원","기관/협회",3.2,NA,NA,NA,NA,NA,"부산 기장군 기장읍 기장해안로 216","200명 이상 ~ 400명 미만",NA,"45.56 % (118 명)","43.63 % (113 명)"
"1142","네오다임","미디어/디자인",3.2,NA,NA,NA,NA,NA,"서울 서초구 서초대로 346, 2층","40명 이상 ~ 70명 미만",NA,"38.18 % (21 명)","27.27 % (15 명)"
"1143","닥서코리아","유통/무역/운송",3.2,NA,NA,NA,NA,NA,"서울 마포구 양화로 165, 9층","40명 이상 ~ 70명 미만","100억원 ~ 500억원","27.59 % (16 명)","29.31 % (17 명)"
"1144","멜콘","제조/화학",3.2,NA,NA,NA,NA,NA,"경기 화성시 동탄산단9길 9-15","100명 이상 ~ 200명 미만","28,573,391","31.96 % (31 명)","21.65 % (21 명)"
"1145","무림피앤피","제조/화학",3.2,NA,NA,NA,NA,NA,"울산 울주군 온산읍 우봉강양로 3-36","400명 이상 ~ 700명 미만","484,811,979","5.90 % (32 명)","5.72 % (31 명)"
"1146","아토텍코리아","제조/화학",3.2,NA,NA,NA,NA,NA,"경기 화성시 장안면 장안공단1길 37","100명 이상 ~ 200명 미만","89,188,308","21.24 % (24 명)","11.50 % (13 명)"
"1147","에스케이에코플랜트","건설업",3.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1148","우진","제조/화학",3.2,NA,NA,NA,NA,NA,"경기 화성시 동탄역로 24","100명 이상 ~ 200명 미만","39,615,475","5.77 % (9 명)","5.77 % (9 명)"
"1149","우진","제조/화학",3.2,NA,NA,NA,NA,NA,"경기 화성시 동탄역로 24","100명 이상 ~ 200명 미만","39,615,475","5.77 % (9 명)","5.77 % (9 명)"
"1150","일성건설","건설업",3.2,NA,NA,NA,NA,NA,"인천 남동구 인하로507번길 80, 402호","200명 이상 ~ 400명 미만","340,707,105","38.52 % (141 명)","32.24 % (118 명)"
"1151","팬택","제조/화학",3.2,NA,NA,NA,NA,NA,"서울 서초구 서초대로78길 44, 4층 403호","1명 이상 ~ 20명 미만",NA,"0.00 % (0 명)","0.00 % (0 명)"
"1152","한국표준협회","교육업",3.2,"22년 2기 인공지능&블록체인 교육생 모집","데이터분석가머신러닝빅데이터AI(인공지능)MySQL 외","경력무관
학력무관","교육생
전국","홈페이지 지원
~ 04/20
","서울 강남구 테헤란로69길 5","200명 이상 ~ 400명 미만","1000억원 ~ 5000억원","22.26 % (75 명)","18.40 % (62 명)"
"1153","대구테크노파크","기관/협회",3.2,NA,NA,NA,NA,NA,"대구 동구 동대구로 475","200명 이상 ~ 400명 미만","1000억원 ~ 5000억원","36.70 % (80 명)","21.56 % (47 명)"
"1154","서울문화재단","미디어/디자인",3.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1155","동아일렉콤","제조/화학",3.2,NA,NA,NA,NA,NA,"경기 용인시 처인구 양지면 남곡로 16","100명 이상 ~ 200명 미만","90,470,563","9.34 % (17 명)","24.73 % (45 명)"
"1156","디지털포토","미디어/디자인",3.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1157","모비젠","IT/웹/통신",3.2,NA,NA,NA,NA,NA,"서울 송파구 법원로 128, C동 1610호-1621호","200명 이상 ~ 400명 미만","27,820,097","31.68 % (64 명)","24.26 % (49 명)"
"1158","벡셀","제조/화학",3.2,NA,NA,NA,NA,NA,"경북 구미시 산호대로 168","100명 이상 ~ 200명 미만","62,538,516","7.80 % (11 명)","10.64 % (15 명)"
"1159","사이냅소프트","IT/웹/통신",3.2,NA,NA,NA,NA,NA,"서울 강서구 마곡중앙4로 62 (마곡동)","40명 이상 ~ 70명 미만","7,540,428","16.36 % (9 명)","23.64 % (13 명)"
"1160","에이치엔티마케팅","미디어/디자인",3.2,NA,NA,NA,NA,NA,"서울 서초구 강남대로 507","-",NA,"0.00 % (0 명)","0.00 % (0 명)"
"1161","캐럿글로벌","교육업",3.2,NA,NA,NA,NA,NA,"서울 용산구 이태원로 268-20","100명 이상 ~ 200명 미만","27,694,798","47.83 % (55 명)","79.13 % (91 명)"
"1162","계명대학교 산학협력단","교육업",3.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1163","기초과학연구원","기관/협회",3.2,NA,NA,NA,NA,NA,"대전 유성구 엑스포로 55","700명 이상 ~ 1000명 미만",NA,"25.79 % (212 명)","24.21 % (199 명)"
"1164","두리화장품","제조/화학",3.2,NA,NA,NA,NA,NA,"충남 금산군 추부면 다복로 588","100명 이상 ~ 200명 미만","23,093,529","27.03 % (30 명)","34.23 % (38 명)"
"1165","디엘","건설업",3.2,NA,NA,NA,NA,NA,"서울 종로구 통일로 134","20명 이상 ~ 40명 미만","859,871,346","28.21 % (11 명)","25.64 % (10 명)"
"1166","만도헬라일렉트로닉스","제조/화학",3.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1167","삼성전자판매","유통/무역/운송",3.2,NA,NA,NA,NA,NA,"경기 성남시 분당구 백현로101번길 30","1,000명 이상","3,297,716,097","8.60 % (355 명)","7.97 % (329 명)"
"1168","서울우유협동조합","제조/화학",3.2,NA,NA,NA,NA,NA,"서울 중랑구 중랑천로 71","1,000명 이상","5000억 이상 ~","9.33 % (164 명)","11.33 % (199 명)"
"1169","쌍용건설","건설업",3.2,NA,NA,NA,NA,NA,"서울 송파구 올림픽로 299","1,000명 이상","1,430,181,742","50.08 % (658 명)","29.22 % (384 명)"
"1170","씨제이올리브영","유통/무역/운송",3.2,NA,NA,NA,NA,NA,"서울 용산구 한강대로 372, 24층","1,000명 이상","1,860,315,958","121.26 % (7705 명)","123.54 % (7850 명)"
"1171","씨크코리아","유통/무역/운송",3.2,NA,NA,NA,NA,NA,"서울 영등포구 국제금융로 106, 530호","40명 이상 ~ 70명 미만",NA,"51.11 % (23 명)","31.11 % (14 명)"
"1172","언스트앤영어드바이저리","기관/협회",3.2,NA,NA,NA,NA,NA,"서울 영등포구 여의공원로 111","40명 이상 ~ 70명 미만","10억원 ~ 50억원","118.52 % (32 명)","77.78 % (21 명)"
"1173","엑스엘게임즈","IT/웹/통신",3.2,NA,NA,NA,NA,NA,"경기 성남시 분당구 대왕판교로645번길 14, 7층,8층","400명 이상 ~ 700명 미만","25,834,604","31.08 % (138 명)","22.75 % (101 명)"
"1174","오리콤","미디어/디자인",3.2,NA,NA,NA,NA,NA,"서울 강남구 언주로 726","200명 이상 ~ 400명 미만","82,968,896","26.28 % (72 명)","27.01 % (74 명)"
"1175","오비맥주","제조/화학",3.2,NA,NA,NA,NA,NA,"서울 강남구 영동대로 517, 8층","1,000명 이상","1,352,934,770","18.21 % (357 명)","20.66 % (405 명)"
"1176","웅진플레이도시","서비스업",3.2,NA,NA,NA,NA,NA,"경기 부천시 조마루로 2","70명 이상 ~ 100명 미만","13,744,044","81.16 % (56 명)","72.46 % (50 명)"
"1177","이노시스컴퍼니","IT/웹/통신",3.2,NA,NA,NA,NA,NA,"서울 구로구 디지털로33길 11, 1005호","20명 이상 ~ 40명 미만","10억원 ~ 50억원","61.11 % (22 명)","55.56 % (20 명)"
"1178","잡코리아","IT/웹/통신",3.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1179","제이티비씨","미디어/디자인",3.2,"[JTBC] 프론트엔드 개발","웹개발퍼블리셔프론트엔드반응형웹웹표준·웹접근성 외","3 ~ 8년
학력무관","정규직
서울전체","입사지원
상시채용
","서울 마포구 상암산로 48-6","200명 이상 ~ 400명 미만","327,578,327","67.67 % (180 명)","37.97 % (101 명)"
"1180","제이티비씨","미디어/디자인",3.2,"[JTBC] 모바일 앱 개발(Android)","앱개발웹개발AndroidiOSJava 외","3 ~ 8년
학력무관","정규직
서울전체","입사지원
상시채용
","서울 마포구 상암산로 48-6","200명 이상 ~ 400명 미만","327,578,327","67.67 % (180 명)","37.97 % (101 명)"
"1181","제이티비씨","미디어/디자인",3.2,"[JTBC] 모바일 앱 개발(iOS)","앱개발AndroidiOSObjective-CSwift 외","3 ~ 8년
학력무관","정규직
서울전체","입사지원
상시채용
","서울 마포구 상암산로 48-6","200명 이상 ~ 400명 미만","327,578,327","67.67 % (180 명)","37.97 % (101 명)"
"1182","제이티비씨","미디어/디자인",3.2,"[JTBC] 검색 엔지니어","백엔드/서버개발웹개발SE(시스템엔지니어)검색엔진ElasticStack 외","3 ~ 10년
학력무관","정규직
서울전체","입사지원
상시채용
","서울 마포구 상암산로 48-6","200명 이상 ~ 400명 미만","327,578,327","67.67 % (180 명)","37.97 % (101 명)"
"1183","제이티비씨","미디어/디자인",3.2,"[JTBC] 웹 백엔드 개발","백엔드/서버개발웹개발프론트엔드DBASE(시스템엔지니어) 외","3 ~ 10년
학력무관","정규직
서울전체","입사지원
상시채용
","서울 마포구 상암산로 48-6","200명 이상 ~ 400명 미만","327,578,327","67.67 % (180 명)","37.97 % (101 명)"
"1184","조선일보사","미디어/디자인",3.2,NA,NA,NA,NA,NA,"서울 중구 세종대로21길 30","400명 이상 ~ 700명 미만","284,790,867","20.61 % (95 명)","19.74 % (91 명)"
"1185","하츠","제조/화학",3.2,NA,NA,NA,NA,NA,"경기 평택시 진위면 동부대로 202","200명 이상 ~ 400명 미만","125,078,383","15.94 % (33 명)","12.56 % (26 명)"
"1186","한국기계전기전자시험연구원","기관/협회",3.2,NA,NA,NA,NA,NA,"경기 군포시 흥안대로27번길 22",NA,NA,NA,NA
"1187","한국로봇융합연구원","기관/협회",3.2,NA,NA,NA,NA,NA,"경북 포항시 남구 지곡로 39","100명 이상 ~ 200명 미만",NA,"32.58 % (43 명)","28.03 % (37 명)"
"1188","한국자산평가","IT/웹/통신",3.2,NA,NA,NA,NA,NA,"서울 종로구 율곡로 88, 4층","200명 이상 ~ 400명 미만","26,713,981","46.70 % (99 명)","43.40 % (92 명)"
"1189","한화첨단소재","제조/화학",3.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1190","해양환경관리공단","기관/협회",3.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1191","전국경제인연합회","기관/협회",3.2,NA,NA,NA,NA,NA,"서울 영등포구 여의대로 24","40명 이상 ~ 70명 미만","100억원 ~ 500억원","12.12 % (8 명)","18.18 % (12 명)"
"1192","동아일보사","미디어/디자인",3.2,NA,NA,NA,NA,NA,"서울 종로구 청계천로 1","400명 이상 ~ 700명 미만","261,730,759","8.18 % (49 명)","8.18 % (49 명)"
"1193","로드컴플릿","IT/웹/통신",3.2,NA,NA,NA,NA,NA,"경기 성남시 분당구 판교역로 225-18, 301호, 401호","100명 이상 ~ 200명 미만","50억원 ~ 100억원","45.05 % (50 명)","42.34 % (47 명)"
"1194","샤오링엔터테인먼트","미디어/디자인",3.2,NA,NA,NA,NA,NA,"서울 마포구 양화로8길 16-4","20명 이상 ~ 40명 미만",NA,"60.00 % (15 명)","68.00 % (17 명)"
"1195","서울경제신문","미디어/디자인",3.2,NA,NA,NA,NA,NA,"서울 종로구 율곡로 6, 비동 14층,15층,16층","200명 이상 ~ 400명 미만","66,814,563","21.31 % (65 명)","27.54 % (84 명)"
"1196","센트랄","제조/화학",3.2,NA,NA,NA,NA,NA,"경남 창원시 성산구 공단로 551","400명 이상 ~ 700명 미만","474,745,614","6.19 % (36 명)","13.23 % (77 명)"
"1197","에듀챌린지","교육업",3.2,NA,NA,NA,NA,NA,"서울 마포구 월드컵북로 396, 10층",NA,NA,NA,NA
"1198","에스비에스","미디어/디자인",3.2,NA,NA,NA,NA,NA,"대구 동구 장등로 85-1, 2층",NA,NA,NA,NA
"1199","웨딩북","IT/웹/통신",3.2,NA,NA,NA,NA,NA,"서울 강남구 학동로59길 24","70명 이상 ~ 100명 미만","50억원 ~ 100억원","46.67 % (35 명)","32.00 % (24 명)"
"1200","웨슬리퀘스트","서비스업",3.2,NA,NA,NA,NA,NA,"서울 서대문구 충정로 53, 9층 901호","20명 이상 ~ 40명 미만","10억원 ~ 50억원","69.77 % (30 명)","76.74 % (33 명)"
"1201","인브레인","기관/협회",3.2,NA,NA,NA,NA,NA,"서울 금천구 디지털로9길 46, 704호","40명 이상 ~ 70명 미만",NA,"10.20 % (5 명)","6.12 % (3 명)"
"1202","프럼","기관/협회",3.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1203","현대케피코","제조/화학",3.2,NA,NA,NA,NA,NA,"경기 군포시 고산로 102","1,000명 이상","1,793,560,210","2.43 % (37 명)","2.83 % (43 명)"
"1204","국민일보","미디어/디자인",3.2,NA,NA,NA,NA,NA,"서울 영등포구 여의공원로 101",NA,"46,484,997",NA,NA
"1205","나뚜루 ","서비스업",3.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1206","네오트랜스","유통/무역/운송",3.2,NA,NA,NA,NA,NA,"경기 성남시 분당구 대왕판교로606번길 33","400명 이상 ~ 700명 미만","96,394,127","5.53 % (27 명)","5.33 % (26 명)"
"1207","메디포스트","의료/제약/복지",3.2,NA,NA,NA,NA,NA,"경기 성남시 분당구 대왕판교로644번길 21","200명 이상 ~ 400명 미만","48,626,807","32.92 % (80 명)","20.16 % (49 명)"
"1208","미원화학","제조/화학",3.2,NA,NA,NA,NA,NA,"울산 남구 장생포로 247","200명 이상 ~ 400명 미만","160,234,351","4.88 % (6 명)","7.32 % (9 명)"
"1209","보령제약","의료/제약/복지",3.2,NA,NA,NA,NA,NA,"서울 종로구 창경궁로 136","1,000명 이상","541,445,422","20.98 % (279 명)","18.57 % (247 명)"
"1210","신한종합건축사사무소","건설업",3.2,NA,NA,NA,NA,NA,"서울 송파구 중대로 168","200명 이상 ~ 400명 미만","27,623,730","36.77 % (57 명)","31.61 % (49 명)"
"1211","아성테크노","유통/무역/운송",3.2,NA,NA,NA,NA,NA,"서울 강남구 테헤란로114길 24, 3층","40명 이상 ~ 70명 미만","121,343,549","16.33 % (8 명)","20.41 % (10 명)"
"1212","아트라스콥코코리아","유통/무역/운송",3.2,NA,NA,NA,NA,NA,"경기 성남시 분당구 판교역로192번길 14-1, 6층 내지 9층","200명 이상 ~ 400명 미만","138,112,056","20.89 % (47 명)","12.89 % (29 명)"
"1213","연세의료원","의료/제약/복지",3.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1214","유량조사사업단","서비스업",3.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1215","유안타증권","은행/금융업",3.2,NA,NA,NA,NA,NA,"서울 중구 을지로 76","1,000명 이상",NA,"11.40 % (191 명)","9.43 % (158 명)"
"1216","이노션","미디어/디자인",3.2,NA,NA,NA,NA,NA,"서울 강남구 강남대로 308","700명 이상 ~ 1000명 미만","324,397,021","43.87 % (315 명)","34.54 % (248 명)"
"1217","짜이서울","미디어/디자인",3.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1218","충북대학교병원","의료/제약/복지",3.2,NA,NA,NA,NA,NA,"충북 청주시 서원구 1순환로 776, 1층","200명 이상 ~ 400명 미만","1000억원 ~ 5000억원","187.77 % (430 명)","172.05 % (394 명)"
"1219","한국건강기능식품협회","제조/화학",3.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1220","한국광물자원공사","서비스업",3.2,NA,NA,NA,NA,NA,"강원 원주시 혁신로 199","-","1000억원 ~ 5000억원","5.78 % (26 명)","105.56 % (475 명)"
"1221","한국교원대학교","교육업",3.2,NA,NA,NA,NA,NA,"충북 청주시 흥덕구 강내면 태성탑연로 250","200명 이상 ~ 400명 미만",NA,"41.67 % (125 명)","32.33 % (97 명)"
"1222","한국미쓰비시전기오토메이션","유통/무역/운송",3.2,NA,NA,NA,NA,NA,"서울 강서구 양천로 401, 에이동 7층-9층","200명 이상 ~ 400명 미만","350,022,140","14.29 % (31 명)","7.83 % (17 명)"
"1223","한국이엠씨컴퓨터시스템즈","유통/무역/운송",3.2,NA,NA,NA,NA,NA,"서울 강남구 테헤란로 152, 17층","400명 이상 ~ 700명 미만","1000억원 ~ 5000억원","18.76 % (79 명)","117.10 % (493 명)"
"1224","한국전자기술연구원","기관/협회",3.2,NA,NA,NA,NA,NA,"경기 성남시 분당구 새나리로 25","1,000명 이상","1000억원 ~ 5000억원","40.40 % (461 명)","31.55 % (360 명)"
"1225","한국존슨앤드존슨판매","유통/무역/운송",3.2,NA,NA,NA,NA,NA,"서울 용산구 한강대로 92","70명 이상 ~ 100명 미만","138,123,692","44.44 % (44 명)","43.43 % (43 명)"
"1226","한국펀드평가","서비스업",3.2,NA,NA,NA,NA,NA,"서울 종로구 세종대로 149, 9층","70명 이상 ~ 100명 미만","100억원 ~ 500억원","27.27 % (21 명)","29.87 % (23 명)"
"1227","해마로푸드서비스","유통/무역/운송",3.2,NA,NA,NA,NA,NA,"서울 강동구 성내로6길 11, 2층",NA,NA,NA,NA
"1228","허브넷굿컴퍼니닷컴","미디어/디자인",3.2,NA,NA,NA,NA,NA,"서울 영등포구 63로 50, 17층","70명 이상 ~ 100명 미만",NA,"24.71 % (21 명)","31.76 % (27 명)"
"1229","뉴딘콘텐츠","IT/웹/통신",3.2,NA,NA,NA,NA,NA,"서울 강남구 영동대로 735, 19층","1명 이상 ~ 20명 미만","50억원 ~ 100억원","17.02 % (8 명)","78.72 % (37 명)"
"1230","삼진","제조/화학",3.2,NA,NA,NA,NA,NA,"경기 안양시 만안구 안양천서로 81","70명 이상 ~ 100명 미만","117,133,071","25.00 % (20 명)","22.50 % (18 명)"
"1231","세안텍스","서비스업",3.2,NA,NA,NA,NA,NA,"서울 송파구 송이로30길 13, 5층","1,000명 이상","60,307,940","66.55 % (394 명)","59.46 % (352 명)"
"1232","소만사","IT/웹/통신",3.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1233","소셜빈","제조/화학",3.2,NA,NA,NA,NA,NA,"부산 기장군 장안읍 반룡산단2로 17","70명 이상 ~ 100명 미만",NA,"49.33 % (37 명)","34.67 % (26 명)"
"1234","씨제이이엔엠 오쇼핑부문","유통/무역/운송",3.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1235","아이씨비","은행/금융업",3.2,NA,NA,NA,NA,NA,"인천 서구 갑문1로 20, 3층","70명 이상 ~ 100명 미만","19,740,566","36.78 % (32 명)","40.23 % (35 명)"
"1236","아톤","IT/웹/통신",3.2,"[아톤] 서비스 기획 / 솔루션기획 / 퍼포먼스 마케터 경력 채용","사업기획서비스기획앱기획웹기획전략기획 외","경력 5년↑
대학교(4년)↑","정규직
서울 영등포구","채용 홈페이지
~ 05/01
","서울 영등포구 여의대로 108, 26층","70명 이상 ~ 100명 미만","24,287,266","33.00 % (33 명)","44.00 % (44 명)"
