"","unlist.company.","unlist.industry.","unlist.TPoint."
"553","광동제약(주)","의료/제약/복지","3.0"
"554","엘에스오토모티브(주)","제조/화학","2.5"
"555","피에스앤마케팅(주)","유통/무역/운송","2.7"
"556","(주)링크프라이스","IT/웹/통신","2.5"
"557","(주)스타럭스","유통/무역/운송","2.4"
"558","(주)에이비비코리아","제조/화학","3.3"
"559","서비스탑(주)","서비스업","2.8"
"560","엘아이지넥스원(주)","제조/화학","3.5"
"561","한국교육개발원","기관/협회","2.8"
"562","한국장애인고용공단","의료/제약/복지","3.3"
"563","콘티넨탈오토모티브일렉트로닉스(유)","제조/화학","3.4"
"564","키자니아","서비스업","3.1"
"565","(주)글로벌스탠다드테크놀로지","제조/화학","2.0"
"566","신원(주)","제조/화학","2.5"
"567","(주)조선호텔앤리조트","서비스업","2.8"
"568","(주)서희건설","건설업","1.9"
"569","푸르덴셜생명보험(주)","은행/금융업","3.5"
"570","(주)윈스","IT/웹/통신","2.9"
"571","(주)제주항공","유통/무역/운송","3.1"
"572","삼성생명서비스손해사정(주)","은행/금융업","2.5"
"573","하이에어코리아(주)","제조/화학","2.1"
"574","한국은행","은행/금융업","4.1"
"575","(주)인바디","제조/화학","2.6"
"576","케이지이니시스(주)","IT/웹/통신","2.1"
"577","키움증권(주)","은행/금융업","2.8"
"578","(재)한국의학연구소","의료/제약/복지","2.4"
"579","케이피알앤드어소시에이츠(주)","미디어/디자인","3.3"
"580","하림(주)","제조/화학","2.3"
"581","더블유스코프코리아(주)","제조/화학","2.6"
"582","서울보증보험(주)","은행/금융업","3.9"
"583","유한양행(주)","의료/제약/복지","3.3"
"584","삼성카드고객서비스(주)","은행/금융업","2.8"
"585","엘브이엠에치코스메틱스(유)","유통/무역/운송","2.9"
"586","이씨이십일(주)","IT/웹/통신","2.4"
"587","코웰패션(주)","제조/화학","2.2"
"588","(주)엣지랭크","미디어/디자인","2.3"
"589","(주)포스코인터내셔널","유통/무역/운송","3.6"
"590","신세계아이앤씨(주)","IT/웹/통신","2.8"
"591","에드워드코리아(주)","제조/화학","3.3"
"592","(주)엘앤에프","제조/화학","2.5"
"593","(주)풍인무역","제조/화학","2.1"
"594","시그네틱스(주)","제조/화학","2.1"
"595","에이치엠엠(주)","유통/무역/운송","3.1"
"596","(주)오리온홀딩스","제조/화학","2.6"
"597","에스티팜(주)","의료/제약/복지","2.7"
"598","하나마이크론(주)","제조/화학","2.5"
"599","한국니토옵티칼(주)","제조/화학","2.8"
"600","한국주택금융공사","은행/금융업","4.0"
"601","(주)마크로젠","의료/제약/복지","2.5"
"602","대성산업(주)","유통/무역/운송","2.5"
"603","오픈타이드코리아(주)","IT/웹/통신","2.7"
"604","인지컨트롤스(주)","제조/화학","2.1"
"605","에스케이이노베이션(주)","제조/화학","4.0"
"606","(주)서양네트웍스","제조/화학","2.0"
"607","(주)아이센스","의료/제약/복지","2.8"
"608","(주)이스트소프트","IT/웹/통신","3.3"
"609","(주)제로투세븐","유통/무역/운송","2.2"
"610","(주)텐바이텐","유통/무역/운송","2.7"
"611","동국제약(주)","의료/제약/복지","2.5"
"612","(주)포스코아이씨티","IT/웹/통신","3.0"
"613","(주)NE능률","미디어/디자인","2.8"
"614","(주)귀뚜라미","제조/화학","1.8"
"615","(주)디섹","제조/화학","2.4"
"616","삼성물산(주) 상사부문","유통/무역/운송","3.5"
"617","(주)씨젠","의료/제약/복지","3.1"
"618","농업협동조합중앙회","은행/금융업","3.6"
"619","코나아이(주)","IT/웹/통신","2.3"
"620","한국남부발전(주)","제조/화학","4.1"
"621","한온시스템(주)","제조/화학","3.4"
"622","동아에스티(주)","의료/제약/복지","3.4"
"623","(주)레드캡투어","서비스업","2.9"
"624","(주)호텔롯데","서비스업","3.0"
"625","한국생명공학연구원","기관/협회","3.3"
"626","현대해상화재보험(주)","은행/금융업","3.6"
"627","(주)금강","제조/화학","2.2"
"628","로레알코리아","유통/무역/운송","2.9"
"629","솔브레인홀딩스(주)","제조/화학","2.9"
"630","한국쓰리엠(주)","유통/무역/운송","3.7"
"631","한국화이자제약(주)","유통/무역/운송","3.6"
"632","(주)약진통상","제조/화학","2.5"
"633","인크로스(주)","미디어/디자인","2.8"
"634","(주)그린스토어","유통/무역/운송","2.1"
"635","(주)도화엔지니어링","건설업","3.0"
"636","(주)탑엔지니어링","제조/화학","2.5"
"637","에스티엑스중공업(주)","제조/화학","2.7"
"638","디에이피(주)","제조/화학","2.2"
"639","자화전자(주)","제조/화학","2.4"
"640","하이트진로(주)","제조/화학","3.4"
"641","유한책임회사디캐이","유통/무역/운송","2.2"
"642","조선대학교","교육업","3.5"
"643","(주)브랜디","IT/웹/통신","3.0"
"644","(주)엠서클","IT/웹/통신","2.4"
"645","(주)엠티콜렉션","유통/무역/운송","1.6"
"646","한국오라클(유)","IT/웹/통신","3.2"
"647","(주)미디어로그","IT/웹/통신","2.9"
"648","오티스엘리베이터(유)","제조/화학","2.9"
"649","이스타항공(주)","유통/무역/운송","2.3"
"650","휴먼터치(주)","건설업","2.0"
"651","(주)부영주택","건설업","2.1"
"652","(주)아이뱅크","IT/웹/통신","2.4"
"653","(주)에이치비테크놀러지","제조/화학","2.5"
"654","나비스오토모티브시스템즈(주)","IT/웹/통신","2.4"
"655","씨엔티테크(주)","IT/웹/통신","2.6"
"656","에스케이오앤에스(주)","IT/웹/통신","2.9"
"657","엔에스쇼핑(주)","유통/무역/운송","3.0"
"658","와이지엔터테인먼트(주)","미디어/디자인","2.3"
"659","한국유미코아(유)","제조/화학","2.8"
"660","(주)에이피알","제조/화학","2.6"
"661","대신증권(주)","은행/금융업","2.8"
"662","바이넥스(주)","의료/제약/복지","2.6"
"663","쉥커코리아(주)","유통/무역/운송","3.1"
"664","건국대학교","교육업","3.1"
"665","인지어스(유)","교육업","3.0"
"666","(주)비에이치","제조/화학","2.3"
"667","(주)한국고용정보","서비스업","2.5"
"668","(재)한국원자력연구원","기관/협회","4.1"
"669","(주)에스피씨삼립","제조/화학","2.5"
"670","에이랜드(주)","유통/무역/운송","2.3"
"671","(주)쏘카","서비스업","2.9"
"672","데이터스트림즈(주)","IT/웹/통신","1.7"
"673","쌍용자동차(주)","제조/화학","2.9"
"674","와이즈와이어즈(주)","제조/화학","2.1"
"675","한국남동발전(주)","제조/화학","4.3"
"676","(주)바이오니아","의료/제약/복지","2.5"
"677","바바패션(주)","제조/화학","1.8"
"678","코맥스(주)","제조/화학","1.9"
"679","(주)컴퓨존","유통/무역/운송","2.4"
"680","(주)케이비손해사정","은행/금융업","2.4"
"681","아디다스코리아(유)","유통/무역/운송","3.3"
"682","(주)윌앤비전","서비스업","2.4"
"683","내일투어(주)","서비스업","2.0"
"684","신한카드(주)","은행/금융업","3.2"
"685","(사)한국능률협회","기관/협회","2.6"
"686","(주)맥서브","서비스업","1.9"
"687","(주)한국애보트진단","의료/제약/복지","2.8"
"688","비스픽","교육업","3.2"
"689","비티지(주)","유통/무역/운송","2.4"
"690","써모피셔사이언티픽코리아(주)","의료/제약/복지","2.3"
"691","휴젤(주)","의료/제약/복지","2.9"
"692","(주)케이티앤지","제조/화학","3.9"
"693","교보핫트랙스(주)","유통/무역/운송","3.0"
"694","세방전지(주)","제조/화학","2.6"
"695","(주)나스미디어","미디어/디자인","3.4"
"696","(주)디노마드","미디어/디자인","2.7"
"697","예스이십사(주)","IT/웹/통신","2.6"
"698","한국무역협회(사)","기관/협회","4.0"
"699","(주)한국야쿠르트","제조/화학","2.9"
"700","월스트리트인스티튜트코리아(주)","교육업","2.3"
"701","휴젤(주)","의료/제약/복지","2.9"
"702","(주)케이티앤지","제조/화학","3.9"
"703","교보핫트랙스(주)","유통/무역/운송","3.0"
"704","세방전지(주)","제조/화학","2.6"
"705","(주)나스미디어","미디어/디자인","3.4"
"706","(주)디노마드","미디어/디자인","2.7"
"707","예스이십사(주)","IT/웹/통신","2.6"
"708","한국무역협회(사)","기관/협회","4.0"
"709","(주)한국야쿠르트","제조/화학","2.9"
"710","월스트리트인스티튜트코리아(주)","교육업","2.3"
"711","한국에스엠씨공압(주)","제조/화학","2.1"
"712","핸즈코퍼레이션(주)","제조/화학","2.4"
"713","환인제약(주)","의료/제약/복지","2.5"
"714","본아이에프(주)","서비스업","2.6"
"715","와이비엠시사닷컴(주)","교육업","2.5"
"716","이니스프리(주)","유통/무역/운송","3.4"
"717","제이티비씨(주)","미디어/디자인","3.2"
"718","코스맥스엔비티(주)","제조/화학","2.7"
"719","한국지역난방공사","제조/화학","4.0"
"720","(주)티에스이","제조/화학","2.4"
"721","신한금융투자(주)","은행/금융업","3.5"
"722","에스케이브로드밴드(주)","IT/웹/통신","3.4"
"723","인크루트알바콜(주)","IT/웹/통신","2.6"
"724","에이치에스애드(주)","미디어/디자인","3.4"
"725","(주)코스메카코리아","제조/화학","2.7"
"726","미스터피자 (매장)","유통/무역/운송","2.9"
"727","부산교통공사","유통/무역/운송","4.2"
"728","삼양사(주)","제조/화학","3.1"
"729","중앙일보(주)","미디어/디자인","3.1"
"730","태광실업(주)","제조/화학","3.1"
"731","패션그룹형지(주)","제조/화학","1.8"
"732","(주)아가방앤컴퍼니","유통/무역/운송","1.8"
"733","(주)웹젠","IT/웹/통신","2.9"
"734","푸르밀(주)","제조/화학","2.0"
"735","한국환경산업기술원","기관/협회","3.2"
"736","(주)아이씨디","제조/화학","2.3"
"737","연성정밀화학(주)","의료/제약/복지","2.1"
"738","한양이엔지(주)","건설업","2.8"
"739","(주)좋은사람들","제조/화학","2.8"
"740","(주)케이제이씨디스플레이코퍼레이션","유통/무역/운송","1.9"
"741","(주)엔에이치엔여행박사","서비스업","2.8"
"742","(주)코엑스","서비스업","3.3"
"743","(주)한글과컴퓨터","IT/웹/통신","2.5"
"744","오렌지라이프생명보험(주)","은행/금융업","3.1"
"745","한국동서발전(주)","제조/화학","4.1"
"746","한국피앤지판매(유)","유통/무역/운송","3.0"
"747","(주)LX인터내셔널","유통/무역/운송","3.1"
"748","(주)면사랑","제조/화학","2.1"
"749","(주)신성이엔지","제조/화학","2.5"
"750","(주)에스에프에이","제조/화학","2.8"
"751","고영테크놀러지(주)","제조/화학","2.7"
"752","딜로이트컨설팅(유)","기관/협회","3.4"
"753","메타넷글로벌(유)","IT/웹/통신","3.0"
"754","성동조선해양(주)","제조/화학","2.9"
"755","어니컴(주)","IT/웹/통신","2.2"
"756","연세대학교","교육업","3.3"
"757","옐로오투오(주)","IT/웹/통신","2.1"
"758","클리오(주)","제조/화학","2.9"
"759","한국중부발전(주)","제조/화학","4.3"
"760","홍콩상하이은행서울지점","은행/금융업","2.7"
"761","(주)한솥","서비스업","2.9"
"762","에코캡(주)","제조/화학","1.7"
"763","(주)약손명가","서비스업","2.2"
"764","(주)청담러닝","교육업","2.5"
"765","금화피에스시(주)","건설업","2.8"
"766","엘오케이(유)","유통/무역/운송","2.7"
"767","(주)스타비젼","유통/무역/운송","2.7"
"768","삼성메디슨(주)","제조/화학","2.9"
"769","오케이저축은행(주)","은행/금융업","2.1"
"770","조선일보사(주)","미디어/디자인","3.2"
"771","(주)직방","IT/웹/통신","3.2"
"772","(주)호반건설","건설업","2.8"
"773","한국관광공사","기관/협회","3.8"
"774","(주)미래아이엔씨","미디어/디자인","2.6"
"775","안국약품(주)","의료/제약/복지","2.4"
"776","줌인터넷(주)","IT/웹/통신","2.7"
"777","태광산업(주)","제조/화학","2.4"
"778","(재)한국장학재단","은행/금융업","3.5"
"779","(주)아이마켓코리아","유통/무역/운송","3.2"
"780","(주)이카운트","IT/웹/통신","2.8"
"781","삼화페인트공업(주)","제조/화학","2.7"
"782","한국농수산식품유통공사","기관/협회","3.9"
"783","한국지능정보사회진흥원","IT/웹/통신","3.4"
"784","대방건설(주)","건설업","2.5"
"785","매그나칩반도체(유)","제조/화학","3.0"
"786","케이맥(주)","제조/화학","2.3"
"787","(주)써스포","IT/웹/통신","2.5"
"788","(주)트라이씨클","유통/무역/운송","2.3"
"789","데이원컴퍼니(주)","교육업","2.7"
"790","(주)캐럿글로벌","교육업","3.2"
"791","(주)코아스","제조/화학","2.0"
"792","도레이첨단소재(주)","제조/화학","3.2"
"793","이화다이아몬드공업(주)","제조/화학","2.4"
"794","한화시스템(주)","제조/화학","3.5"
"795","(주)에프앤에프","제조/화학","2.8"
"796","(주)펜타브리드","IT/웹/통신","2.8"
"797","동국제강(주)","제조/화학","3.3"
"798","(주)위메이드","IT/웹/통신","2.4"
"799","(주)클라우드나인마케팅","유통/무역/운송","2.3"
"800","한국서부발전(주)","제조/화학","4.1"
"801","현대오일뱅크(주)","제조/화학","3.2"
"802","(주)우진플라임","제조/화학","1.9"
"803","(주)아이지엠세계경영연구원","교육업","2.4"
"804","(주)창신아이엔씨","제조/화학","3.4"
"805","일진전기(주)","제조/화학","2.3"
"806","한국엔에스케이(주)","제조/화학","2.5"
"807","(주)디지털다임","IT/웹/통신","2.7"
"808","(주)아이패밀리에스씨","IT/웹/통신","2.5"
"809","(주)풍산","제조/화학","3.5"
"810","코오롱글로벌(주)","건설업","3.0"
"811","(재)에프아이티아이시험연구원","서비스업","2.5"
"812","네이버시스템(주)","IT/웹/통신","2.5"
"813","위비스(주)","제조/화학","2.2"
"814","(주)매일경제신문사","미디어/디자인","2.8"
"815","(주)엑스퍼트컨설팅","기관/협회","2.8"
"816","라이나생명보험(주)","은행/금융업","2.8"
"817","코오롱베니트(주)","IT/웹/통신","3.1"
"818","(주)농업회사법인포프리","제조/화학","2.2"
"819","(주)메쉬코리아","유통/무역/운송","2.9"
"820","(주)폴라리스오피스","IT/웹/통신","3.1"
"821","(재)에프아이티아이시험연구원","서비스업","2.5"
"822","네이버시스템(주)","IT/웹/통신","2.5"
"823","위비스(주)","제조/화학","2.2"
"824","(주)매일경제신문사","미디어/디자인","2.8"
"825","(주)엑스퍼트컨설팅","기관/협회","2.8"
"826","라이나생명보험(주)","은행/금융업","2.8"
"827","코오롱베니트(주)","IT/웹/통신","3.1"
"828","(주)농업회사법인포프리","제조/화학","2.2"
"829","(주)메쉬코리아","유통/무역/운송","2.9"
"830","(주)폴라리스오피스","IT/웹/통신","3.1"
"831","브리티쉬아메리칸토바코코리아(주)","유통/무역/운송","3.1"
"832","케이씨씨건설(주)","건설업","2.4"
"833","(사)한국건강관리협회","의료/제약/복지","2.7"
"834","(주)노브랜드","제조/화학","2.8"
